,title,location,reviews,date,contribution,upvote,reviewer_name,ratings,start_time,end_time,sentences,phrases,score,asp_word,det_word
903,World-class city with endless sights and activities,,"Okay, so I am very biased with this being my hometown. However, after travels to many cities I can say that this is the one of the most beautiful, clean and safe places on the planet. Activities are too numerous to list in a review but indoor or outdoor, active or leisurely, Vancouver has it all. There's easy access to the heart of downtown via public transit.There is something to be said for some people's assessment of the downtown buildings as a concrete jungle but that is slowly changing. While there are some areas that offer late night activities as a whole the city shuts down relatively early. Walking most streets is quite safe.Everybody's tastes are different but if need a Top 3 of things to do/visit I suggest Stanley Park, Gastown and Yaletown. Being in the Pacific Northwest it does rain but contrary to what most think it's not always wet. You will usually avoid a lot of rain from May through mid-October. I always tell peole that if weather and crowds are a factor in your decision then visit in September. It can still be quite warm, there's less people relatively low humidity and it's surprisingly dry most years.","November 4, 2017",0,0,,5.0,2021-06-18 17:35:49.756570,2021-06-18 17:35:49.839020,Walking most streets is quite safe.,is quite safe,0.9887507557868958,safety,safe
910,A vibrant and youthful city,,"The first thing that struck us was that people were walking. Having experienced big cities in the USA, where everyone drives everywhere, people walking jogging cycling and even roller blading around the centre was a real change. The good transit infrastructure helps, and the fact that buses have bike racks shows a real commitment to alternatives to the car. Walking from our hotel to the waterfront we passed any number of coffee shops, and people carrying cups of the stuff. The actual waterfront has information posted at regular intervals explaining the history of the city and the people who helped to settle the land as well as the role of the first nations. The Information centre overlooks the harbour and was staffed with knowledgeable and helpful people who were determined to helpAbove all, it felt safe walking around.","October 28, 2017",0,0,,4.0,2021-06-18 17:36:00.383183,2021-06-18 17:36:00.512465,", it felt safe walking around.",felt safe walking around,0.5088453888893127,safety,safe
919,Downtown is the place to be,,"This was our fist trip to Vancouver - we loved it and want to return. It feels safe and clean, although we were disappointed to see a few homeless in the squares.","October 19, 2017",0,0,,4.0,2021-06-18 17:36:01.313085,2021-06-18 17:36:01.394115,"It feels safe and clean, although we were disappointed to see a few homeless in the squares.","feels safe and clean, although we were disappointed to see a few homeless in the squares",0.9795530438423157,safety,safe
939,Great place to be,,"Great place to be with the hustle and bustle of city life and a quieter persona at night. Main shopping streets of Robson and Burrard intersect with world famous shops throughout. Sadly now the large HMV shop at Robson/Burrard has gone being replaced by a lingerie store (well known chain). Big underground shopping mall by the art gallery and street artists most of the day doing something or another. Great at night and felt totally safe there. We stayed downtown so knew where to go in a matter of a day or so.The downtown location is simple for Gastown, Canada Place, Granville Market and the Maritime museum all of which are no more than a 25 minute walk.Plenty of foodie places and places to eat or drink day or night as well as the souvenir shops for those final gifts home. Tip for maple syrup - get it from a supermarket as it is much cheaper for the same thing and often better selections. In Granville St above Best Buys (an electrical and camera store) there is a shop called Winners. Like a UK TK MAXX and sells loads of things very cheap and a lot are the same as you can buy in better stores but at a knockdown price.Downside are the professional beggars who are sleeping rough at a lot of the large intersections but they do no harm so just move on.","October 8, 2017",0,0,,5.0,2021-06-18 17:36:26.251661,2021-06-18 17:36:26.555833,Great at night and felt totally safe there.,felt totally safe there,0.9908943176269531,safety,safe
986,Gorgeous skyline!,,"We spent 2 full days walking around downtown... along the shore, through the parks, EATING, taking pics, etc. We found it to be easy, friendly, clean, safe and gorgeous.","September 19, 2017",0,0,,4.0,2021-06-18 17:37:23.488568,2021-06-18 17:37:23.569012,"We found it to be easy, friendly, clean, safe and gorgeous.","found it to be easy, friendly, clean, safe and gorgeous",0.99397873878479,safety,safe
992,Beautiful and walkable city,,"I stayed in a great location in Davie Village. I was traveling alone for a conference and always felt safe walkin as the streets were crowded and lively. Theread are a large number of homeless people which is sad to see. As a result I did not do much walking at night. Overall it was a wonderful experience. Great shopping on Robson, wonderful restaurants all over, and lovely people.","September 17, 2017",0,0,,4.0,2021-06-18 17:37:32.094171,2021-06-18 17:37:32.175547,I was traveling alone for a conference and always felt safe walkin as the streets were crowded and lively.,was traveling alone for a conference and always felt safe walkin as the streets were crowded and lively,0.9979345798492432,safety,safe
993,DOWNTOWN...THINGS R ALL GREAT WHEN UR DOWNTOWN,,"A compact city that is easy to traverse by foot or various public transport options. It is truly walkable and by bicycle when the weather is nice and everything you would want to do and see is accessible. The landscape varies with area and terrain which makes exploring the city center, that is graced by both modern and ""interesting older architectural styles."" An exciting and vibrant modern city which is pristine and safe (but that does not mean throwing everything to the wind) to enjoy. It is in a way no different from any other modern major cities of the world but it definitely possess its own identity, character, pizazz and charm which only Vancouver can offer; SO, DON'T WAIT, JUST GO and HAVE A VANCOUVER DAMN GOOD TIME!!!","September 17, 2017",0,0,,5.0,2021-06-18 17:37:32.175553,2021-06-18 17:37:32.257476,An exciting and vibrant modern city which is pristine and safe (but that does not mean throwing everything to the wind) to enjoy.,which is pristine and safe (but that does not mean throwing everything to the wind) to enjoy,0.9961540102958679,safety,safe
999,Nice city,,Vancouver is an easy city to get around. It feels safe to walk around although there are a number of homeless people begging for money. The city is clean and offers a wide choice of restaurants and gift shops.,"September 13, 2017",0,0,,4.0,2021-06-18 17:37:32.712228,2021-06-18 17:37:32.833823,It feels safe to walk around although there are a number of homeless people begging for money.,feels safe to walk around although there are a number of homeless people begging for money,-0.7499513626098633,safety,safe
1004,City of glass,,"The best way to learn about this city is by guided tour. It is a very clean, extremely low crime type of city.","September 12, 2017",0,0,,5.0,2021-06-18 17:37:41.725509,2021-06-18 17:37:41.809601,"It is a very clean, extremely low crime type of city.","is a very clean, extremely low crime type of city",0.9988596439361572,safety,crime
1007,Spent the night downtown,,"We stayed downtown and we found the city to be very clean, and very safe. Lots of good restaurant choices.","September 11, 2017",0,0,,5.0,2021-06-18 17:37:41.974079,2021-06-18 17:37:42.053584,"We stayed downtown and we found the city to be very clean, and very safe.","we found the city to be very clean, and very safe",0.9975197911262512,safety,safe
